,statement,condition
18667, UNICEF ​​advises not to eat ice cream because it reinforces infection with the new coronavirus.,FALSE
18668," A Macedonian coronavirus patient, the director of the Skin Clinic, was at the wedding of the Secretary General of the Social Democratic Union of Macedonia.",FALSE
18669, A patient infected with coronavirus was killed by drug dealers.,FALSE
18670, Tips against coronavirus include holding your breath and drinking water.,FALSE
18671, First patient healed in Algeria.,FALSE
18672, Madrid’s government has announced students will have to make-up classes during summer.,FALSE
18673, Madrid’s government has announced students will have to make-up classes during summer.,False
18674, Holding your breath for 10 seconds can determine if you have COVID-19 and you should drink water every 15 minutes.,FALSE
18675," Onion could be used to cure COVID-19, as it did for the Spanish Flu in 1918.",FALSE
18676, Does Mexico have confirmed cases of COVID-19?,FALSE
18677, The World Health Organization is not recruiting staff to fight COVID-19.,FALSE
18678, A coronavirus vaccine for cows shows that the virus behind the current outbreak is not new.,FALSE
18679," A video where a woman dressed like a Chef prepares food with only one glove, and she blows on it with no protections. The video would have been shot in Africa during the COVID-19 pandemic.",MISLEADING
18680, Flu vaccine does not increase the risk of a coronavirus infection.,NO EVIDENCE
18681, Antibiotic azitromycin cures COVID-19.,NO EVIDENCE
18682, Holding your breath is an effective way to self-diagnose for COVID-19.,FALSE
18683, Spraying from the air triggers “chemtrails (chemical trails) lung” problems,FALSE
18684, Fake coronavirus pandemic is a cover-up for the “5G disease.”,FALSE
18685, Madrid’s government has announced students will have to make-up classes during summer.,FALSE
18686," The Japanese Government gives out 40 masks to every household, free of charge.",FALSE
18687, Recommendations of Dr. “González Ayala” are circulating on WhatsApp.,FALSE
18688, Argentinian Health Minister said there is no possibility the coronavirus exists in Argentina.,MISLEADING
18689, An audio is circulating on social media claiming it’s from the Colombian scientist Rodolfo Llinás offering some recommendations to know “if we have the infection” of the COVID-19 coronavirus.,FALSE
18690, Tips against coronavirus include holding your breath and drinking water.,FALSE
18691, Vitamin C kills viruses.,NO EVIDENCE
18692," While everybody is busy with coronavirus, authorities in Görlitz, Germany, secretly brought asylum seekers into the city.",PARTLY FALSE
18693, Fake coronavirus pandemic is a cover-up for the “5G disease.”,FALSE
18694, Purported government advisory lists shopping malls and hotels in the Philippines that the department of health advises against visiting during the novel coronavirus epidemic.,FALSE
18695, Senegal doctors have come up with a serum against the coronavirus.,FALSE
18696," Professor Jean-Jacques Muyembe, an expert who discovered Ebola, says black skin is “so efficient that it can not be infected by novel coronavirus”.",FALSE
18697, Coronavirus is actually chemtrail lungs.,FALSE
18698, Every U.S. election year has a disease outbreak.,FALSE
18699," 10,000 deaths In virus outbreak in Michigan, Washington, Idaho, North Dakota, Missouri, Mississippi.",FALSE
18700, Does Mexico have confirmed cases of COVID-19?,FALSE
18701, Regional government of Castilla-La Mancha announced in Twitter the closing of schools until April 1.,FALSE
18702, Spanish Education minister Isabel Celaá wore purple latex gloves on a Women’s Day demonstration because she was afraid of the coronavirus.,FALSE
18703," The head of Coordinated Emergences, Fernando Simon, has said that is better to get coronavirus now, because later there will be no space in hospitals.",FALSE
18704, Madrid ex-mayor Manuel Carmena has coronavirus.,FALSE
18705, Public broadcast RTVE published a map of coronavirus cases in Spain that in fact was a map of penis’ average size in different regions.,FALSE
18706, Classes were canceled in Basque Country because of coronavirus.,FALSE
18707, Video shows a WHO official inappropriately touching a female attendee during a briefing session in China about the novel coronavirus outbreak in Wuhan. Same video was also used with another claim that the man is an Australian politician.,FALSE
18708, Sisi Raised The Numbers of coronavirus Cases in Egypt in the Hope of Billions from the World Bank.,FALSE
18709, A group prays in The Squares of Italy to get rid of coronavirus.,FALSE
18710, UNICEF ​​advises not to eat ice cream because it reinforces infection with the new coronavirus.,FALSE
18711, First patient healed in Algeria.,FALSE
18712, A patient infected with coronavirus was killed by drug dealers.,FALSE
18713," A Macedonian coronavirus patient, the director of the Skin Clinic, was at the wedding of the Secretary General of the Social Democratic Union of Macedonia.",FALSE
18714," “Serbs have ‘lion’s genes’ that protect them from coronavirus, unlike Italians who have ‘weaker genes'” by pulmonologist Branimir Nestorovic.",FALSE
18715, 200 new cases of COVID-19 registered in Lithuania. People are “cleansed with bleach” at the Vilnius international airport and taken to a small tent-town nearby.,FALSE
18716, This video shows a coronavirus patient in Mexico persecuted by the press.,FALSE
18717," Americans have to pay $3,000 or $4,000 for a day of containment.",MISLEADING
18718, You can kill the coronavirus by drinking hot drinks.,FALSE
18719, Drinking hot tea can prevent coronavirus infection.,FALSE
18720, Holding your breath for 10 seconds can determine if you have COVID-19 and you should drink water every 15 minutes.,FALSE
18721, Vitamin C and warm water with lemon are effective ways of preventing COVID-19.,FALSE
18722, Tweet says Daniel Radcliffe has the coronavirus.,FALSE
18723, You can monitor yourself for COVID-19 with a breath test.,FALSE
18724, Many critics of President Rodrigo Duterte slammed his administration for “slashing” P10 billion from the funds allocated for the Department of Health (DOH) in the 2020 national budget.,PARTLY FALSE
18725," Onion could be used to cure COVID-19, as it did for the Spanish Flu in 1918.",FALSE
18726, The World Health Organization is not recruiting staff to fight COVID-19.,FALSE
18727, A coronavirus vaccine for cows shows that the virus behind the current outbreak is not new.,FALSE
18728," A video where a woman dressed like a Chef prepares food with only one glove, and she blows on it with no protections. The video would have been shot in Africa during the COVID-19 pandemic.",MISLEADING
18729, Flu vaccine does not increase the risk of a coronavirus infection.,NO EVIDENCE
18730, Antibiotic azitromycin cures COVID-19.,NO EVIDENCE
18731, Holding your breath is an effective way to self-diagnose for COVID-19.,FALSE
18732, Spraying from the air triggers “chemtrails (chemical trails) lung” problems,FALSE
18733, The bill for a coronavirus test in the US is 3.000$.,PARTLY FALSE
18734, This Lysol disinfectant against coronavirus shows the virus is not new.,FALSE
18735, A doctor named Lupita Yamamoto Lupercio found the coronavirus vaccine.,FALSE
18736, Israeli scientists at the MIGAL Research Institute have developed a vaccine for COVID-19.,FALSE
18737, Secretary of Health in Mexico recommends taking Vitamin C to prevent coronavirus.,FALSE
18738, A prostitute contracted COVID-19 and her 86 clients have been quarantined in the brothel in Spain.,FALSE
18739, None of the confirmed cases are related to China. coronavirus might have occured in Italy before China.,FALSE
18740, Prince of the United Arab Emirates was infected with the coronavirus in early March 2020,FALSE
18741," A COVID-19 case has been diagnosed in Umraniye Hospital, Istanbul.",FALSE
18742, COVID-19 can be killed over 37 degrees Celsius.,FALSE
18743, Anti-malaria drug Chloroquine is a definitive cure for COVID-19.,MISLEADING
18744, Costco recalls toilet paper because it’s infected with the coronavirus.,FALSE
18745, Donating blood in the U.S. can get you a novel coronavirus test.,FALSE
18746, Employer covered up part of a poster on virus prevention that advised people to stay home when sick.,FALSE
18747, Authorities in the Philippines seize fake cigarettes that were spreading coronavirus.,FALSE
18748, Video claims to show a hotel collapsing in Chinese city of Quanzhou after it was used as a coronavirus quarantine facility.,FALSE
18749, Video shows reciting Namaaz and Quran is the only treatment for COVID-19.,FALSE
18750, UNICEF advises a certain set of steps to follow for coronavirus.,FALSE
18751, Hundreds of Italian families are running away from the virus to Africa.,FALSE
18752, Availability of a kit for coronavirus self-diagnosis.,Misleading
18753, Availability of a kit for coronavirus self-diagnosis.,Misleading
18754, Hand sanitizer will “do nothing for the coronavirus.”,FALSE
18755, Viral claims propagating UNICEF message about coronavirus.,FALSE
18756," In an Aaj Tak news report, the Chinese prime minister said, “Reading Quran and offering namaz is the only cure for COVID-19.”",FALSE
18757," It is clear to the world that the mutated coronavirus was produced in a lab, manufactured by the warfare stock houses of biological war belonging to world powers.",FALSE
18758, The French health minister underestimated the risk of contamination in France.,MISLEADING
18759, Freshly boiled garlic water is a cure for coronavirus.,FALSE
18760, Department of Homeland Security official says illegal border crossings may spread coronavirus.,FALSE
18761, A NYC Man With Suspected coronavirus Drops Dead in the Middle of the Street.,FALSE
18762, Gang in Madrid is pretending to be doctors to steal from people’s houses.,Explanatory
18763, Coronavirus was caused by a mysterious vaccine activation distributed in China by chemtrails and activated by 5G.,FALSE
18764, EvAU’s exam is postponed to June 18 in Madrid.,FALSE
18765," Spanish actress Cristina Pedroche has promised to show a breast if the number of coronavirus infections reaches 1,000 in Spain.",FALSE
18766," People of the Muslim community have prohibited visiting Mecca Medina to avoid the outbreak of coronavirus, but people of Sanatan religion are playing Holi at the crematorium of Kashi Vishwanath as a pyre.",Misleading
18767, The bill for a coronavirus test in the US is 3.000$.,PARTLY FALSE
18768, This Lysol disinfectant against coronavirus shows the virus is not new.,FALSE
18769, A doctor named Lupita Yamamoto Lupercio found the coronavirus vaccine.,FALSE
18770, Israeli scientists at the MIGAL Research Institute have developed a vaccine for COVID-19.,FALSE
18771, Secretary of Health in Mexico recommends taking Vitamin C to prevent coronavirus.,FALSE
18772, A prostitute contracted COVID-19 and her 86 clients have been quarantined in the brothel in Spain.,FALSE
18773, None of the confirmed cases are related to China. coronavirus might have occured in Italy before China.,FALSE
18774, Prince of the United Arab Emirates was infected with the coronavirus in early March 2020,FALSE
18775," A COVID-19 case has been diagnosed in Umraniye Hospital, Istanbul.",FALSE
18776, Post says “President Trump has come into contact with a potential coronavirus sufferer!”,PARTLY FALSE
18777, Post says “being exposed to the sun for two hours” kills the 2019 coronavirus.,FALSE
18778, “(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?”,FALSE
18779, The Department of Health (DOH) reports fake cigarettes that spread coronavirus have reached the Philippines.,FALSE
18780," “An entire family” in Santolan, Pasig, is “confirmed to be infected” with the novel coronavirus, according to what looked like a breaking news graphic from GMA News.",FALSE
18781," Chinese eating exotic animals is the cause of the 2019 novel coronavirus, as shown in photos shared on Facebook.",PARTLY FALSE
18782, A second version of the coronavirus is spreading and it is far more dangerous.,PARTLY FALSE
18783, This laboratory is giving money to people who would agree to be infected with the novel coronavirus.,FALSE
18784, Says 80% of novel coronavirus cases are “mild.”,MOSTLY TRUE
18785, “Coronavirus — 22. Clintons — 39.”,FALSE
18786, Madrid’s government has announced students will have to make-up classes during summer.,FALSE
18787, Arab medieval historian Abu Al-Hassan Al-Masoudi predicted the present crisis.,FALSE
18788, Turkish President Erdogan revealed a mask that kills coronavirus in a minute.,FALSE
18789," Palestine, Egypt, or Lebanon have succeeded in developing a coronavirus cure.",FALSE
18790," Gargling with Betadine kills germs or reduces their numbers in the throat before they go down to the lungs, and a statement by Eleni Jamarely, professor of infectious diseases, claims that HIV is transmitted more easily from the new coronavirus through the spoon at communion.",PARTLY FALSE
18791," The Mayor of Skopje, Shilegov, returned from Madrid three days ago, and the government passed a decree requiring all passengers from Spain to be tested for coronavirus and placed in a 14-day quarantine.",FALSE
18792, Availability of a kit for coronavirus self-diagnosis in Italy.,MISLEADING
18793, A kit for coronavirus self-diagnosis is available.,MISLEADING
18794, Zinc lozenges are proven to protect against COVID-19.,FALSE
18795," Danish politician says Greta Thunberg gets special treatment in the European Parliament as she, despite the current outbreak, is allowed to speak.",MISLEADING
18796, The headline of a newspaper with a phrase from the Bolivian chancellor about the coronavirus.,FALSE
18797, Zinc Lozenges was proved a protection to COVID-19.,FALSE
18798, Viral claims propagating UNICEF message about coronavirus.,FALSE
18799, Anti-malaria drug Chloroquine is a definitive cure for COVID-19.,MISLEADING
18800, Costco recalls toilet paper because it’s infected with the coronavirus.,FALSE
18801, Donating blood in the U.S. can get you a novel coronavirus test.,FALSE
18802, Employer covered up part of a poster on virus prevention that advised people to stay home when sick.,FALSE
18803, Authorities in the Philippines seize fake cigarettes that were spreading coronavirus.,FALSE
18804, Video claims to show a hotel collapsing in Chinese city of Quanzhou after it was used as a coronavirus quarantine facility.,FALSE
18805," In an Aaj Tak news report, the Chinese prime minister said, “Reading Quran and offering namaz is the only cure for COVID-19.”",FALSE
18806," It is clear to the world that the mutated coronavirus was produced in a lab, manufactured by the warfare stock houses of biological war belonging to world powers.",FALSE
18807, A NYC Man With Suspected coronavirus Drops Dead in the Middle of the Street.,FALSE
18808, Freshly boiled garlic water is a cure for coronavirus.,FALSE
18809, Department of Homeland Security official says illegal border crossings may spread coronavirus.,FALSE
18810, Coronavirus was caused by a mysterious vaccine activation distributed in China by chemtrails and activated by 5G.,FALSE
18811," Spanish actress Cristina Pedroche has promised to show a breast if the number of coronavirus infections reaches 1,000 in Spain.",FALSE
18812, EvAU’s exam is postponed to June 18 in Madrid.,FALSE
18813," Palestine, Egypt, or Lebanon have succeeded in developing a coronavirus cure.",FALSE
18814, Turkish President Erdogan revealed a mask that kills coronavirus in a minute.,FALSE
18815, Arab medieval historian Abu Al-Hassan Al-Masoudi predicted the present crisis.,FALSE
18816, Availability of a kit for coronavirus self-diagnosis in Italy.,MISLEADING
18817, A kit for coronavirus self-diagnosis is available.,MISLEADING
18818," Gargling with Betadine kills germs or reduces their numbers in the throat before they go down to the lungs, and a statement by Eleni Jamarely, professor of infectious diseases, claims that HIV is transmitted more easily from the new coronavirus through the spoon at communion.",PARTLY FALSE
18819," The Mayor of Skopje, Shilegov, returned from Madrid three days ago, and the government passed a decree requiring all passengers from Spain to be tested for coronavirus and placed in a 14-day quarantine.",FALSE
18820, COVID-19 can be killed over 37 degrees Celsius.,FALSE
18821, Video shows reciting Namaaz and Quran is the only treatment for COVID-19.,FALSE
18822, UNICEF advises a certain set of steps to follow for coronavirus.,FALSE
18823, Hand sanitizer will “do nothing for the coronavirus.”,FALSE
18824, The French health minister underestimated the risk of contamination in France.,MISLEADING
18825, This laboratory is giving money to people who would agree to be infected with the novel coronavirus.,FALSE
18826, A second version of the coronavirus is spreading and it is far more dangerous.,PARTLY FALSE
18827, Hundreds of Italian families are running away from the virus to Africa.,FALSE
18828, Post says “President Trump has come into contact with a potential coronavirus sufferer!”,PARTLY FALSE
18829, Post says “being exposed to the sun for two hours” kills the 2019 coronavirus.,FALSE
18830, “(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?”,FALSE
18831, “Coronavirus — 22. Clintons — 39.”,FALSE
18832, The Department of Health (DOH) reports fake cigarettes that spread coronavirus have reached the Philippines.,FALSE
18833," “An entire family” in Santolan, Pasig, is “confirmed to be infected” with the novel coronavirus, according to what looked like a breaking news graphic from GMA News.",FALSE
18834," Chinese eating exotic animals is the cause of the 2019 novel coronavirus, as shown in photos shared on Facebook.",PARTLY FALSE
18835, Zinc lozenges are proven to protect against COVID-19.,FALSE
18836," Danish politician says Greta Thunberg gets special treatment in the European Parliament as she, despite the current outbreak, is allowed to speak.",MISLEADING
18837, The headline of a newspaper with a phrase from the Bolivian chancellor about the coronavirus.,FALSE
18838, This photo shows the novel coronavirus.,FALSE
18839, Drinking warm water with lemon protects against the novel coronavirus.,FALSE
18840," The Colombian government is closing the border with Venezuela, even though they said they’re not going to do it.",PARTLY FALSE
18841, A person fainted in Cali’s bus terminal because of COVID-19.,FALSE
18842, “I invite the people of Buga to keep calm and to live each day as if it was the last.”,FALSE
18843, States are imposing mandatory leave and statewise school closures due to coronavirus.,MISLEADING
18844," A post has been shared on Facebook, Twitter and Whatsapp claims a regional government in India has recommended that the juice of bitter gourd, a vegetable often used in traditional medicine, is an effective treatment for the novel coronavirus.",FALSE
18845, Former Iraqi President Saddam Hussein talks about the coronavirus.,FALSE
18846, Hot air application through a hairdryer on the face to heat up nostrils and the sinus kills the novel coronavirus.,FALSE
18847, 5G is accelerating the spread of the new coronavirus.,FALSE
18848, An Italian doctor who worked at the Shenzhen hospital in China issued a series of instuctions for locating and treating the new coronavirus SARS-CoV-2.,FALSE
18849, Elderberry syrup protects against the coronavirus.,MISLEADING
18850, A person fainted in Cali’s bus terminal because of COVID-19.,FALSE
18851," The Colombian government is closing the border with Venezuela, even though they said they’re not going to do it.",PARTLY FALSE
18852, Hot air application through a hairdryer on the face to heat up nostrils and the sinus kills the novel coronavirus.,FALSE
18853," A post has been shared on Facebook, Twitter and Whatsapp claims a regional government in India has recommended that the juice of bitter gourd, a vegetable often used in traditional medicine, is an effective treatment for the novel coronavirus.",FALSE
18854, This photo shows the novel coronavirus.,FALSE
18855, States are imposing mandatory leave and statewise school closures due to coronavirus.,MISLEADING
18856, Former Iraqi President Saddam Hussein talks about the coronavirus.,FALSE
18857, “I invite the people of Buga to keep calm and to live each day as if it was the last.”,FALSE
18858, Drinking warm water with lemon protects against the novel coronavirus.,FALSE
18859, 5G is accelerating the spread of the new coronavirus.,FALSE
18860, An Italian doctor who worked at the Shenzhen hospital in China issued a series of instuctions for locating and treating the new coronavirus SARS-CoV-2.,FALSE
18861, Elderberry syrup protects against the coronavirus.,MISLEADING
18862, Quarantine video is allegedly from different cities in Turkey.,FALSE
18863, Consuming colloidal silver can prevent or treat novel coronavirus.,FALSE
18864," An image has been shared in multiple posts on Facebook and Twitter alongside a claim that it shows China administering the “world’s first new coronavirus vaccine” after the global outbreak of the novel coronavirus, COVID-19.",misleading
18865, Smoking prevents you from getting infected with the coronavirus.,FALSE
18866, Photos purport to show the collapse of a temporary hospital in Wuhan.,FALSE
18867, Telangana Ministry in India distributed homeopathic tablets claiming to prevent COVID-19.,MISLEADING
18868, Cocaine cures COVID-19.,FALSE
18869, Parviz Nouri Sayha claims he has made the medicine for coronavirus.,FALSE
18870, People can’t use the right of withdrawal at work because of the outbreak.,MISLEADING
18871, Did the coronavirus mutate and became more aggressive?,MISLEADING
18872," As of 3/7/20, Tanzania and Zambia had confirmed fist cases of the new coronavirus.",FALSE
18873, Coronavirus patients are being caught on highways in China.,MISLEADING
18874, Quarantine video is allegedly from different cities in Turkey.,FALSE
18875, A video purports to show panic-stricken travelers infected with the novel coronavirus at an airport in Senegal.,FALSE
18876," A Facebook post shared 25,000 times features an image of a letter purportedly from a U.S. hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.",FALSE
18877, “More people have died from knowing Hillary (Clinton)” than from coronavirus.,FALSE
18878," A video has been viewed thousands of times in multiple Facebook posts which claims to show the Koran being distributed to people in China after it lifted a “ban” on the Islamic holy text following the outbreak of the novel coronavirus, COVID-19.",FALSE
18879, Graphics or social media cards supposedly from UNICEF contain tips and information on how to prevent and combat the coronavirus outbreak and COVID-19.,FALSE
18880, Research by the Saint Luke’s Hospital of Kansas City found that consuming alcoholic beverages may reduce the risk of infection by coronavirus. Vodka was the most recommended drink.,FALSE
18881," U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.",FALSE
18882, An Egyptian writer predicted the new coronavirus six years ago.,MISLEADING
18883, Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.,MISLEADING
18884, A video says COVID-19 is caused by 5G.,FALSE
18885," An image has been shared alongside a claim that shows China administering the “world’s first new coronavirus vaccine” after the global outbreak of the novel coronavirus, COVID-19.",MISLEADING
18886," An image has been shared in multiple posts on Facebook and Twitter alongside a claim that it shows China administering the “world’s first new coronavirus vaccine” after the global outbreak of the novel coronavirus, COVID-19.",MISLEADING
18887," Former diplomat Henry Kissinger encouraged mandatory vaccination, in order to facilitate radical sanitary measures such as forced sterilization or genetic modification.",FALSE
18888, Tanzanian President unmasks false pandemic.,FALSE
18889, Alcohol and a special alcohol mask are effective prevention of COVID-19.,FALSE
18890, Cocaine cures COVID-19.,FALSE
18891, Consuming colloidal silver can prevent or treat novel coronavirus.,FALSE
18892," A Facebook post shared 25,000 times features an image of a letter purportedly from a U.S. hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.",FALSE
18893," An image has been shared alongside a claim that shows China administering the “world’s first new coronavirus vaccine” after the global outbreak of the novel coronavirus, COVID-19.",MISLEADING
18894," An image has been shared in multiple posts on Facebook and Twitter alongside a claim that it shows China administering the “world’s first new coronavirus vaccine” after the global outbreak of the novel coronavirus, COVID-19.",MISLEADING
18895, Smoking prevents you from getting infected with the coronavirus.,FALSE
18896," A video has been viewed thousands of times in multiple Facebook posts which claims to show the Koran being distributed to people in China after it lifted a “ban” on the Islamic holy text following the outbreak of the novel coronavirus, COVID-19.",FALSE
18897, A video purports to show panic-stricken travelers infected with the novel coronavirus at an airport in Senegal.,FALSE
18898, Parviz Nouri Sayha claims he has made the medicine for coronavirus.,FALSE
18899, Photos purport to show the collapse of a temporary hospital in Wuhan.,FALSE
18900," As of 3/7/20, Tanzania and Zambia had confirmed fist cases of the new coronavirus.",FALSE
18901, A video says COVID-19 is caused by 5G.,FALSE
18902, An Egyptian writer predicted the new coronavirus six years ago.,MISLEADING
18903, Telangana Ministry in India distributed homeopathic tablets claiming to prevent COVID-19.,MISLEADING
18904, People can’t use the right of withdrawal at work because of the outbreak.,MISLEADING
18905, Did the coronavirus mutate and became more aggressive?,MISLEADING
18906, Coronavirus patients are being caught on highways in China.,MISLEADING
18907, “More people have died from knowing Hillary (Clinton)” than from coronavirus.,FALSE
18908," U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.",FALSE
18909, Graphics or social media cards supposedly from UNICEF contain tips and information on how to prevent and combat the coronavirus outbreak and COVID-19.,FALSE
18910, Research by the Saint Luke’s Hospital of Kansas City found that consuming alcoholic beverages may reduce the risk of infection by coronavirus. Vodka was the most recommended drink.,FALSE
18911, Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.,MISLEADING
18912," Former diplomat Henry Kissinger encouraged mandatory vaccination, in order to facilitate radical sanitary measures such as forced sterilization or genetic modification.",FALSE
18913, Tanzanian President unmasks false pandemic.,FALSE
18914, Alcohol and a special alcohol mask are effective prevention of COVID-19.,FALSE
18915, Increasing border controls will stop coronavirus from spreading.,Explanatory
18916, Emirates has suspended flights to Johannesburg after South Africa announced its first case of novel coronavirus.,FALSE
18917, The consumption of pig causes COVID-19 entry into Indonesia.,FALSE
18918, Turks are not going to be infected by COVID-19 due to their genes.,FALSE
18919," A COVID-19 case has been diagnosed in Yedikule Hospital, Istanbul.",FALSE
18920, Claim that photos show dogs being killed in China as part of efforts to combat COVID-19.,PARTLY FALSE
18921, People who died after being infected by the novel coronavirus can’t receive any mortuary care.,MISLEADING
18922, Alcohol-based hand sanitizer can influence results in a breathalyzer test.,FALSE
18923, Chinese President Xi Jinping visited Muslims to understand why they are not contracting COVID-19.,FALSE
18924, Two local celebrities in Argentine are infected with coronavirus,FALSE
18925," A case of coronavirus was confirmed in Cali in Colombia, and a video shows doctors treating patients in a bus station.",FALSE
18926, A case of coronavirus was confirmed in Sincelejo in Colombia.,FALSE
18927, Work suspension in Ecuador due to coronavirus since Monday 09/03/2020.,FALSE
18928, Work suspension in Ecuador due to coronavirus since Monday 09/03/2020.,FALSE
18929, Work suspension in Ecuador due to coronavirus since Monday 09/03/2020.,FALSE
18930, Work suspension in Ecuador due to coronavirus since Monday 09/03/2020.,FALSE
18931, Aaj Tak channel aired a program that said drinking alcohol or smoking weed can cure COVID-19.,FALSE
18932, The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,FALSE
18933, CDC sponsored Facebook post asking for help with “escaped” coronavirus patient.,FALSE
18934, Holding your breath for 10sec can determine if you have COVID-19 and you should drink water every 15 minutes.,FALSE
18935, Medical Center in El Cachorro (Sevilla) closed due to a possible coronavirus infected person.,FALSE
18936, Medical report of Hospital General Universitario Santa Lucía de Cartagena (Murcia) from a person with possible coronavirus.,FALSE
18937," It is a designed virus ordered to laboratories by Christine Lagarde when she was in the IMF. She said that “old people live too long and this is a risk for the global economy. We must do something, urgently.”",FALSE
18938, Increasing border controls will stop coronavirus from spreading.,Explanatory
18939, Emirates has suspended flights to Johannesburg after South Africa announced its first case of novel coronavirus.,FALSE
18940, The consumption of pig causes COVID-19 entry into Indonesia.,FALSE
18941, Turks are not going to be infected by COVID-19 due to their genes.,FALSE
18942," A COVID-19 case has been diagnosed in Yedikule Hospital, Istanbul.",FALSE
18943, Girl infected with coronavirus found dead in her apartment in Delhi.,FALSE
18944, A television news report about a US biotech company runs alongside a claim that the company successfully created a vaccine for the COVID-19 within “three hours.”,MISLEADING
18945, Bloggers say Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,PARTLY FALSE
18946," If the coronavirus gets in your mouth, “drinking water or other liquids will wash them down through your esophagus and into the stomach. Once there, your stomach acid will kill all of the virus.”",FALSE
18947, “Anybody that wants a test (for the coronavirus) can get a test.”,FALSE
18948, Pope Francis contacted coronavirus.,PARTLY FALSE
18949, WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus.,FALSE
18950, Qatar shed Iranian fruits fearing coronavirus.,MISLEADING
18951, China did not apologize to Muslims in a song.,FALSE
18952," Coronavirus test costs US$3,000 in the U.S.",FALSE
18953, WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus..,
18954, 38 % of Americans won’t buy Corona beer due to the coronavirus.,FALSE
18955, Wuhan sulfur dioxide emission map shows NASA forecast.,FALSE
18956, Homeopathic product Oscillococcinum protects against COVID-19.,FALSE
18957, WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus..,FALSE
18958, Two local celebrities in Argentine are infected with coronavirus,FALSE
18959, A case of coronavirus was confirmed in Sincelejo in Colombia.,FALSE
18960," A case of coronavirus was confirmed in Cali in Colombia, and a video shows doctors treating patients in a bus station.",FALSE
18961, A television news report about a US biotech company runs alongside a claim that the company successfully created a vaccine for the COVID-19 within “three hours.”,MISLEADING
18962, Aaj Tak channel aired a program that said drinking alcohol or smoking weed can cure COVID-19.,FALSE
18963, People who died after being infected by the novel coronavirus can’t receive any mortuary care.,MISLEADING
18964, The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,FALSE
18965, CDC sponsored Facebook post asking for help with “escaped” coronavirus patient.,FALSE
18966," It is a designed virus ordered to laboratories by Christine Lagarde when she was in the IMF. She said that “old people live too long and this is a risk for the global economy. We must do something, urgently.”",FALSE
18967, WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus.,FALSE
18968, Medical report of Hospital General Universitario Santa Lucía de Cartagena (Murcia) from a person with possible coronavirus.,FALSE
18969, Medical Center in El Cachorro (Sevilla) closed due to a possible coronavirus infected person.,FALSE
18970, China did not apologize to Muslims in a song.,FALSE
18971, Qatar shed Iranian fruits fearing coronavirus.,MISLEADING
18972, Alcohol-based hand sanitizer can influence results in a breathalyzer test.,FALSE
18973," Coronavirus test costs US$3,000 in the U.S.",FALSE
18974, Claim that photos show dogs being killed in China as part of efforts to combat COVID-19.,PARTLY FALSE
18975, Chinese President Xi Jinping visited Muslims to understand why they are not contracting COVID-19.,FALSE
18976, Pope Francis contacted coronavirus.,PARTLY FALSE
18977, WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus..,FALSE
18978, Bloggers say Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,PARTLY FALSE
18979, “Anybody that wants a test (for the coronavirus) can get a test.”,FALSE
18980," If the coronavirus gets in your mouth, “drinking water or other liquids will wash them down through your esophagus and into the stomach. Once there, your stomach acid will kill all of the virus.”",FALSE
18981, Girl infected with coronavirus found dead in her apartment in Delhi.,FALSE
18982, 38 % of Americans won’t buy Corona beer due to the coronavirus.,FALSE
18983, Wuhan sulfur dioxide emission map shows NASA forecast.,FALSE
18984, Homeopathic product Oscillococcinum protects against COVID-19.,FALSE
18985, 86 clients of a brothel in quarantine after a prostituted tested positive in coronavirus.,FALSE
18986, Two Chinese nationals in Kenya have been killed after allegedly escaping from quarantine at the Nairobi Airport.,FALSE
18987, Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.,FALSE
18988, The coronavirus outbreak is caused by 5G technology.,FALSE
18989, Shanghai government officially recommends Vitamin C for COVID-19.,MISLEADING
18990, coronavirus is large in size where the cell diameter is 400-500 micro and for this reason any mask prevents its entrance. There is no need for pharmacists to sell muzzles. The virus does not settle in the air but is grounded; it is not transmitted by air.,MISLEADING
